Program,Latitude,Longitude,Address,Zip,Site,Notes,Contact,Email,Website_corrupt,School Number,School,Hours_corrupt,BSEP_corrupt,ASEP,SEP,Cost,Scholarship/Financial Assistance,Transportation,Phone_corrupt,BSEP,Website,Hours,PlaceHolder1,PlaceHolder2,PlaceHolder3,PlaceHolder4,PlaceHolder5,Phone
Right Moves for Youth,35.202534,-80.876398,"3351 Griffith St, Charlotte, NC 28203",28203,Military & Global Leadership Academy (Marie G. Davis) ,N/A,N/A,info@rightmovesforyouth.org,http://www.rightmovesforyouth.org,N/A,N/A,8:30AM-5PM Monday-Friday,No,Yes,No,Free,Yes,Limited,(704) 377-4425,No,http://www.rightmovesforyouth.org,8:30AM-5:00PM Monday-Friday,6-12,,,,,(704) 377-4425
Right Moves for Youth,35.171515,-80.833079,"2400 Colony Rd, Charlotte, NC 28209",28209,Myers Park High School,N/A,N/A,info@rightmovesforyouth.org,http://www.rightmovesforyouth.org,N/A,N/A,8:30AM-5PM Monday-Friday,No,Yes,No,Free,Yes,Limited,(704) 377-4425,No,http://www.rightmovesforyouth.org,8:30AM-5:00PM Monday-Friday,6-12,,,,,(704) 377-4425
Right Moves for Youth,35.259777,-80.730372,"7601 The Plaza Charlotte, NC 28215",28215,Northridge ,N/A,N/A,info@rightmovesforyouth.org,http://www.rightmovesforyouth.org,N/A,N/A,8:30AM-5PM Monday-Friday,No,Yes,No,Free,Yes,Limited,(704) 377-4425,No,http://www.rightmovesforyouth.org,8:30AM-5:00PM Monday-Friday,6-12,,,,,(704) 377-4425
Right Moves for Youth,35.257073,-80.856705,"1415 Beatties Ford Rd, Charlotte, NC 28216",28216,Northwest School of the Arts,N/A,N/A,info@rightmovesforyouth.org,http://www.rightmovesforyouth.org,N/A,N/A,8:30AM-5PM Monday-Friday,No,Yes,No,Free,Yes,Limited,(704) 377-4426,No,http://www.rightmovesforyouth.org,8:30AM-5:00PM Monday-Friday,6-12,,,,,(704) 377-4426
Right Moves for Youth,35.238826,-80.891853,"1430 Alleghany St, Charlotte, NC 28208",28208,Phillip O. Berry ,N/A,N/A,info@rightmovesforyouth.org,http://www.rightmovesforyouth.org,N/A,N/A,8:30AM-5PM Monday-Friday,No,Yes,No,Free,Yes,Limited,(704) 377-4425,No,http://www.rightmovesforyouth.org,8:30AM-5:00PM Monday-Friday,6-12,,,,,(704) 377-4425
Right Moves for Youth,35.113502,-80.85409,"2901 Smithfield Church Road Charlotte, NC 28210",28210,Quail Hollow ,N/A,N/A,info@rightmovesforyouth.org,http://www.rightmovesforyouth.org,N/A,N/A,8:30AM-5PM Monday-Friday,No,Yes,No,Free,Yes,Limited,(704) 377-4425,No,http://www.rightmovesforyouth.org,8:30AM-5:00PM Monday-Friday,6-12,,,,,(704) 377-4425
Right Moves for Youth,35.300226,-80.838993,"5850 Statesville Road Charlotte, NC 28269",28269,Ranson Middle School,N/A,N/A,info@rightmovesforyouth.org,http://www.rightmovesforyouth.org,N/A,N/A,8:30AM-5PM Monday-Friday,No,Yes,No,Free,Yes,Limited,(704) 377-4425,No,http://www.rightmovesforyouth.org,8:30AM-5:00PM Monday-Friday,6-12,,,,,(704) 377-4425
Right Moves for Youth,35.205038,-80.905423,"4108 West Tyvola Road Charlotte, NC 28208",28208,Reid Park (k-8),N/A,N/A,info@rightmovesforyouth.org,http://www.rightmovesforyouth.org,N/A,N/A,8:30AM-5PM Monday-Friday,No,Yes,No,Free,Yes,Limited,(704) 377-4425,No,http://www.rightmovesforyouth.org,8:30AM-5:00PM Monday-Friday,6-12,,,,,(704) 377-4425
Talent Discovery Coaching,35.071505,-80.829487,"6336 Mock Orange Drive, Charlotte, NC 28277",28277,Residence ,N/A,N/A,christopher@talentdiscoveryeducation.com,http://www.TalentDiscoveryEducation.com,N/A,N/A,9AM-5PM,No,Yes,No,$20/hour,N/A,No,(704) 612-9588,No,http://www.TalentDiscoveryEducation.com,9:00AM-5:00PM,K-12,,,,,(704) 612-9588
Right Moves for Youth,35.213923,-80.640189,"10505 Clear Creek Commerce Dr, Charlotte, NC 28227",28227,Rocky River ,N/A,N/A,info@rightmovesforyouth.org,http://www.rightmovesforyouth.org,N/A,N/A,8:30AM-5PM Monday-Friday,No,Yes,No,Free,Yes,Limited,(704) 377-4425,No,http://www.rightmovesforyouth.org,8:30AM-5:00PM Monday-Friday,6-12,,,,,(704) 377-4425
Right Moves for Youth,35.197216,-80.856261,"2700 Dorchester Place Charlotte, NC 28209",28209,Sedgefield Middle School,N/A,N/A,info@rightmovesforyouth.org,http://www.rightmovesforyouth.org,N/A,N/A,8:30AM-5PM Monday-Friday,No,Yes,No,Free,Yes,Limited,(704) 377-4425,No,http://www.rightmovesforyouth.org,8:30AM-5:00PM Monday-Friday,6-12,,,,,(704) 377-4425
Right Moves for Youth,35.244103,-80.84152,"1415 Hamilton St, Charlotte, NC 28206",28206,Walter G. Byers School,N/A,N/A,info@rightmovesforyouth.org,http://www.rightmovesforyouth.org,N/A,N/A,8:30AM-5PM Monday-Friday,No,Yes,No,Free,Yes,Limited,(704) 377-4425,No,http://www.rightmovesforyouth.org,8:30AM-5:00PM Monday-Friday,6-12,,,,,(704) 377-4425
Charlotte-Mecklenburg Youth Council,35.217643,-80.842561,"700 East Stonewall St, Suite 710, Charlotte, NC 28202",28202,Walton Plaza,N/A,N/A,info@generationnation.org,http://www.generationnation.org,N/A,N/A,N/A,No,Yes,No,N/A,N/A,No,(704) 343-6999,No,http://www.generationnation.org,N/A,9-12,,,,,(704) 343-6999
GenerationNation,35.217643,-80.842561,"700 East Stonewall St, Suite 710, Charlotte, NC 28202",28202,Walton Plaza,N/A,N/A,info@generationnation.org,http://www.generationnation.org,N/A,N/A,N/A,No,Yes,No,N/A,N/A,No,(704) 343-6999,No,http://www.generationnation.org,N/A,K-12,,,,,(704) 343-6999
Right Moves for Youth,35.265404,-80.858518,"2219 Senior Dr, Charlotte, NC 28216",28216,West Charlotte High School,N/A,N/A,info@rightmovesforyouth.org,http://www.rightmovesforyouth.org,N/A,N/A,8:30AM-5PM Monday-Friday,No,Yes,No,Free,Yes,Limited,(704) 377-4425,No,http://www.rightmovesforyouth.org,8:30AM-5:00PM Monday-Friday,6-12,,,,,(704) 377-4425
Right Moves for Youth,35.247672,-80.952328,"7400 Tuckaseegee Rd, Charlotte, NC 28214",28214,West Mecklenburg ,N/A,N/A,info@rightmovesforyouth.org,http://www.rightmovesforyouth.org,N/A,N/A,8:30AM-5PM Monday-Friday,No,Yes,No,Free,Yes,Limited,(704) 377-4425,No,http://www.rightmovesforyouth.org,8:30AM-5:00PM Monday-Friday,6-12,,,,,(704) 377-4425
Right Moves for Youth,35.232096,-80.911073,"4420 Denver Ave, Charlotte, NC 28208",28208,Westerly Hills (k-8) ,N/A,N/A,info@rightmovesforyouth.org,http://www.rightmovesforyouth.org,N/A,N/A,8:30AM-5PM Monday-Friday,No,Yes,No,Free,Yes,Limited,(704) 377-4425,No,http://www.rightmovesforyouth.org,8:30AM-5:00PM Monday-Friday,6-12,,,,,(704) 377-4425
Right Moves for Youth,35.283877,-80.991983,"10201 Running Rappids Rd., Charlotte, NC, 28214",28214,Whitewater Middle School,N/A,N/A,info@rightmovesforyouth.org,http://www.rightmovesforyouth.org,N/A,N/A,8:30AM-5PM Monday-Friday,No,Yes,No,Free,Yes,Limited,(704) 377-4425,No,http://www.rightmovesforyouth.org,8:30AM-5:00PM Monday-Friday,6-12,,,,,(704) 377-4425
Your Destiny,35.203931,-80.720527,7212 Albemarle Rd Charlotte NC 28227,28227,Your Destiny,N/A,N/A,info@yourdestiny.org,http://www.yourdestinycamp.org,N/A,N/A,7AM-6PM,No,Yes,Yes,"$65/week afterschool, $100 summer camp, $115 day camp",N/A,Yes,(980) 207-0450,No,http://www.yourdestinycamp.org,7:00AM-6:00PM,K-12,,,,,(980) 207-0450
CMS After School Enrichment Program,35.113435,-80.72365,"200 E. McDowell Street Matthews, NC 28105",28105,Matthews Elementary School,N/A,Nakisha  Rhodes,nakisha.rhodes@cms.k12.nc.us,http://www.cms.k12.nc.us/cmsdepartments/asep,447,3940,7:45-2:45,No,Yes,No,$65,N/A,No,(980) 343-5567,No,http://www.cms.k12.nc.us/cmsdepartments/asep,7:45AM-2:45PM,PK-12,,,,,(980) 343-5567
CMS After School Enrichment Program,35.376292,-80.761943,"7260 Highland Creek Parkway Charlotte, NC 28269",28269,Ridge Road Middle School,N/A,Natasha  Boyd,natashaa.boyd@cms.k12.nc.us,http://www.cms.k12.nc.us/cmsdepartments/asep,518,344-3410,9:15AM-4:15PM,Yes,Yes,No,"$50-$55, varies by program",N/A,No,(980) 343-5567,Yes,http://www.cms.k12.nc.us/cmsdepartments/asep,9:15AM-4:15PM,PK-12,,,,,(980) 343-5567
CMS After School Enrichment Program,35.336863,-80.800899,"4215 David Cox Road Charlotte, NC 28269 Charlotte, NC 28269",28269,David Cox Road Elementary School,N/A,Natasha  Woodley ,natasham.woodley@cms.k12.nc.us,http://www.cms.k12.nc.us/cmsdepartments/asep,352,6535,8:15-3:15,Yes,Yes,No,"$30-$55, varies by program",N/A,No,(980) 343-5567,Yes,http://www.cms.k12.nc.us/cmsdepartments/asep,8:15AM-3:15PM,PK-12,,,,,(980) 343-5567
CMS After School Enrichment Program,35.130838,-81.000427,"12235 Winget Road Charlotte, NC 28278",28278,Winget Park Elementary School,N/A,Odessia Lighthall,odessia.williams@cms.k12.nc.us,http://www.cms.k12.nc.us/cmsdepartments/asep,588,1063,8:15-3:15,Yes,Yes,No,"$30-$55, varies by program",N/A,No,(980) 343-5567,Yes,http://www.cms.k12.nc.us/cmsdepartments/asep,8:15AM-3:15PM,PK-12,,,,,(980) 343-5567
CMS After School Enrichment Program,35.298025,-80.775323,"7810 Neal Road Charlotte, NC 28262",28262,Nathaniel Alexander Elementary School,N/A,Pam  Washington,pamela.washington@cms.k12.nc.us,http://www.cms.k12.nc.us/cmsdepartments/asep,,5775,7:45-2:45,No,Yes,No,$65,N/A,No,(980) 343-5567,No,http://www.cms.k12.nc.us/cmsdepartments/asep,7:45AM-2:45PM,PK-12,,,,,(980) 343-5567
CMS After School Enrichment Program,35.298025,-80.775323,"7810 Neal Road Charlotte, NC 28262",28262,Nathaniel Alexander Elementary School,N/A,Pam Washington,pamela.washington@cms.k12.nc.us,http://www.cms.k12.nc.us/cmsdepartments/asep,429,5775,8:45-3:45,Yes,Yes,No,"$40-$45, varies by program",N/A,No,(980) 343-5567,Yes,http://www.cms.k12.nc.us/cmsdepartments/asep,8:45AM-3:45PM,PK-12,,,,,(980) 343-5567
CMS After School Enrichment Program,35.283598,-80.991844,"11600 White Rapids Road Charlotte, NC 28214",28214,Whitewater Academy,N/A,Pamela Potts,pamelab.potts@cms.k12.nc.us,http://www.cms.k12.nc.us/cmsdepartments/asep,318,3,7:45-2:45,No,Yes,No,$65,N/A,No,(980) 343-5567,No,http://www.cms.k12.nc.us/cmsdepartments/asep,7:45AM-2:45PM,PK-12,,,,,(980) 343-5567
CMS After School Enrichment Program,35.160158,-80.715362,"3335 Sam Newell Road Matthews, NC 28105",28105,Crown Point Elementary School,N/A,Pauline  Spears,pauline.spears@cms.k12.nc.us,http://www.cms.k12.nc.us/cmsdepartments/asep,418,1785,8:15-3:15,Yes,Yes,No,"$30-$55, varies by program",N/A,No,(980) 343-5567,Yes,http://www.cms.k12.nc.us/cmsdepartments/asep,8:15AM-3:15PM,PK-12,,,,,(980) 343-5567
CMS After School Enrichment Program,35.378465,-80.76364,"7242 Highland Creek Parkway Charlotte, NC 28269",28269,Highland Creek Elementary School,N/A,Philomena McAfee,philomena.mcafee @cms.k12.nc.us,http://www.cms.k12.nc.us/cmsdepartments/asep,411,1065,8:00-3:00,Yes,Yes,No,"$25-$60, varies by program",N/A,No,(980) 343-5567,Yes,http://www.cms.k12.nc.us/cmsdepartments/asep,8:00AM-3:00PM,PK-12,,,,,(980) 343-5567
Mecklenburg County 4-H,35.216799,-80.825444,"1418 Armory Drive, Charlotte, NC 28204",28204,Mecklenburg County Cooperative Extension ,N/A,Racquel McNeil,racquel_mcneil@ncsu.edu,http://mecklenburg.ces.ncsu.edu/,N/A,N/A,8:30AM-5PM Monday-Friday,No,Yes,No,Varies,Minimal,No,(704) 336-2082,No,http://mecklenburg.ces.ncsu.edu/,8:30AM-5:00PM Monday-Friday,K-12,,,,,(704) 336-2082
Communities In Schools of Charlotte-Mecklenburg,35.223538,-80.836335,"601 E. 5th Street Suite 300, Charlotte, NC 28202",28202,Child & Family Services Building,N/A,Renee Leak,rleak@cischarlotte.org,http://www.cischarlotte.org,N/A,N/A,2:30-4:30 or 5PM,No,Yes,No,N/A,N/A,No,(704) 458-3536,No,http://www.cischarlotte.org,2:30-4:30PM/5PM,PK-12,,,,,(704) 458-3536
CMS After School Enrichment Program,35.24315,-80.804135,"3201 Clemson Avenue Charlotte, NC 28205",28205,Highland Mill Montessori Elementary School,N/A,Rhonda Beatty,rhonda.beatty@cms.k12.nc.us,http://www.cms.k12.nc.us/cmsdepartments/asep,413,5525,9:15AM-4:15PM,Yes,Yes,No,"$35-$50, varies by program",N/A,No,(980) 343-5567,Yes,http://www.cms.k12.nc.us/cmsdepartments/asep,9:15AM-4:15PM,PK-12,,,,,(980) 343-5567
CMS After School Enrichment Program,35.037092,-80.85643,"15425 Scholastic Drive Charlotte, NC 28277",28227,Ballantyne Elementary School,N/A,Richard  Hall,richardm.hall@cms.k12.nc.us,http://www.cms.k12.nc.us/cmsdepartments/asep,437,413,8:45AM-3:45PM,Yes,Yes,No,"$40-$45, varies by program",N/A,No,(980) 343-5567,Yes,http://www.cms.k12.nc.us/cmsdepartments/asep,8:15AM-3:15PM,PK-12,,,,,(980) 343-5567
CMS After School Enrichment Program,35.315563,-80.71422,"1600 Pavilion Blvd Charlotte, NC 28262",28262,University Meadows Elementary,N/A,Robyn Efird,robyn.efird@cms.k12.nc.us,http://www.cms.k12.nc.us/cmsdepartments/asep,566,3685,7:45-2:45,No,Yes,No,$65,N/A,No,(980) 343-5567,No,http://www.cms.k12.nc.us/cmsdepartments/asep,7:45AM-2:45PM,PK-12,,,,,(980) 343-5567
CMS After School Enrichment Program,35.169639,-80.771735,"1035 Rama Road Charlotte, NC 28211",28211,Rama Road Elementary School,N/A,Samantha  Jeffries,samanta.jeffries@cms.k12.nc.us,http://www.cms.k12.nc.us/cmsdepartments/asep,512,6730,7:45-2:45,No,Yes,No,$35,N/A,No,(980) 343-5567,No,http://www.cms.k12.nc.us/cmsdepartments/asep,7:45AM-2:45PM,PK-12,,,,,(980) 343-5567
CMS After School Enrichment Program,35.267449,-80.72527,"8330 Grier Road Charlotte, NC 28215",28215,J.W. Grier Academy,"Tution free, free for BSEP students",Sandra  Hancock,sandra.hancock@cms.k12.nc.us,http://www.cms.k12.nc.us/cmsdepartments/asep,432,5671,8:00-3:00,No,Yes,No,$60,Yes,No,(980) 343-5567,No,http://www.cms.k12.nc.us/cmsdepartments/asep,8:00AM-3:00PM,PK-12,,,,,(980) 343-5567
CMS After School Enrichment Program,35.047087,-80.795122,"11830 Tom Short Road Charlotte, NC 28277",28277,Polo Ridge Elementary School,N/A,Satina  Jones,satina.jones@cms.k12.nc.us,http://www.cms.k12.nc.us/cmsdepartments/asep,392,749,8:45-3:45,Yes,Yes,No,"$40-$45, varies by program",N/A,No,(980) 343-5567,Yes,http://www.cms.k12.nc.us/cmsdepartments/asep,8:45AM-3:45PM,PK-12,,,,,(980) 343-5567
CMS After School Enrichment Program,35.15501,-80.900259,7030 Nations Ford Road Charlotte NC 28217,28217,Waddell Language Academy,N/A,Sharee Moore,sharee.moore@cms.k12.nc.us,http://www.cms.k12.nc.us/cmsdepartments/asep,532,5815,8:15-3:15,Yes,Yes,No,"$30-$55, varies by program",N/A,No,(980) 343-5567,Yes,http://www.cms.k12.nc.us/cmsdepartments/asep,8:15AM-3:15PM,PK-12,,,,,(980) 343-5567
CMS After School Enrichment Program,35.306275,-80.828731,"6601 Horace Mann Road Charlotte, NC 28269",28269,Winding Springs Elementary School,N/A,Sharlyne Perkins,sharlyner.perkins@cms.k12.nc.us,http://www.cms.k12.nc.us/cmsdepartments/asep,586,5140,8:15-3:15,Yes,Yes,No,"$30-$55, varies by program",N/A,No,(980) 343-5567,Yes,http://www.cms.k12.nc.us/cmsdepartments/asep,8:15AM-3:15PM,PK-12,,,,,(980) 343-5567
CMS After School Enrichment Program,35.087375,-80.977155,"15340 Smith Road Charlotte, NC 28273",28273,River Gate Elementary School,N/A,Sharon Coleman,sharon.coleman@cms.k12.nc.us,http://www.cms.k12.nc.us/cmsdepartments/asep,590,344-1000,8:45-3:45,Yes,Yes,No,"$40-$45, varies by program",N/A,No,(980) 343-5567,Yes,http://www.cms.k12.nc.us/cmsdepartments/asep,8:45AM-3:45PM,PK-12,,,,,(980) 343-5567
CMS After School Enrichment Program,35.396971,-80.924613,"13345 Beatties Ford Road Huntersville, NC 28078",28078,Francis Bradley Middle School,N/A,Sharronda  Lee,sharrondan.lee@cms.k12.nc.us,http://www.cms.k12.nc.us/cmsdepartments/asep,368,5485,9:15AM-4:15PM,Yes,Yes,No,"$35-$50, varies by program",N/A,No,(980) 343-5567,Yes,http://www.cms.k12.nc.us/cmsdepartments/asep,9:15AM-4:15PM,PK-12,,,,,(980) 343-5567
CMS After School Enrichment Program,35.110386,-80.851586,"3200 Smithfield Church Road Charlotte, NC 28210",28210,Smithfield Elementary School,N/A,Shawn Coston,shawnj.coston@cms.k12.nc.us,http://www.cms.k12.nc.us/cmsdepartments/asep,534,6550,7:45-2:45,No,Yes,No,$65,N/A,No,(980) 343-5567,No,http://www.cms.k12.nc.us/cmsdepartments/asep,7:45AM-2:45PM,PK-12,,,,,(980) 343-5567
CMS After School Enrichment Program,35.112561,-80.747404,"121 Elizabeth Lane Matthews, NC 28105",28105,Elizabeth Lane Elementary School,N/A,Shawn Walker,shawn.walker@cms.k12.nc.us,http://www.cms.k12.nc.us/cmsdepartments/asep,379,5505,8:15-3:15,No,Yes,No,$55,N/A,No,(980) 343-5567,No,http://www.cms.k12.nc.us/cmsdepartments/asep,8:15AM-3:15PM,PK-12,,,,,(980) 343-5567
CMS After School Enrichment Program,35.15706,-80.955903,"4100 Gallant Lane Charlotte, NC 28273",28273,Steele Creek Elementary School,N/A,Sheena Hunter,sheena.hunter@cms.k12.nc.us,http://www.cms.k12.nc.us/cmsdepartments/asep,549,3810,7:45-2:45,No,Yes,No,$65,N/A,No,(980) 343-5567,No,http://www.cms.k12.nc.us/cmsdepartments/asep,7:45AM-2:45PM,PK-12,,,,,(980) 343-5567
CMS After School Enrichment Program,35.153029,-80.698389,"11501 Idlewild Road Matthews, NC 28105",28105,Mint Hill Middle School,N/A,Shena Ross-Fortson,shenar.ross-fortson@cms.k12.nc.us,http://www.cms.k12.nc.us/cmsdepartments/asep,455,5439,8:15-3:15,Yes,Yes,No,"$30-$55, varies by program",N/A,No,(980) 343-5567,Yes,http://www.cms.k12.nc.us/cmsdepartments/asep,8:15AM-3:15PM,PK-12,,,,,(980) 343-5567
CMS After School Enrichment Program,35.183907,-80.79475,"4400 Water Oak Road Charlotte, NC 28211",28211,Randolph Middle School,N/A,Sherry  Colleton,sherrya.colleton@cms.k12.nc.us,http://www.cms.k12.nc.us/cmsdepartments/asep,513,6700,9:15AM-4:15PM,Yes,Yes,No,"$35-$50, varies by program",N/A,No,(980) 343-5567,Yes,http://www.cms.k12.nc.us/cmsdepartments/asep,9:15AM-4:15PM,PK-12,,,,,(980) 343-5567
CMS After School Enrichment Program,35.307909,-80.92856,"7905 Pleasant Grove Road Charlotte, NC 28216",28216,Mountain Island Elementary School,N/A,Susan Brandau,susan.brandau@cms.k12.nc.us,http://www.cms.k12.nc.us/cmsdepartments/asep,462,6948,8:45-3:45,Yes,Yes,No,"$40-$45, varies by program",N/A,No,(980) 343-5567,Yes,http://www.cms.k12.nc.us/cmsdepartments/asep,8:45AM-3:45PM,PK-12,,,,,(980) 343-5567
CMS After School Enrichment Program,35.066801,-80.835075,"6815 Endhaven Lane Charlotte, NC 28277",28277,Endhaven Elementary School,N/A,Susan Lew,susan.lew@cms.k12.nc.us,http://www.cms.k12.nc.us/cmsdepartments/asep,383,1440,8:45-3:45,Yes,Yes,No,"$40-$45, varies by program",N/A,No,(980) 343-5567,Yes,http://www.cms.k12.nc.us/cmsdepartments/asep,8:45AM-3:45PM,PK-12,,,,,(980) 343-5567
CMS After School Enrichment Program,35.022569,-80.843265,"11425 Ardrey Kell Road Charlotte, NC 28277",28277,Elon Park Elementary School,N/A,Tameka  Davis,tameka.davis@cms.k12.nc.us,http://www.cms.k12.nc.us/cmsdepartments/asep,384,5475,9:15AM-4:15PM,Yes,Yes,No,"$35-$50, varies by program",N/A,No,(980) 343-5567,Yes,http://www.cms.k12.nc.us/cmsdepartments/asep,9:15AM-4:15PM,PK-12,,,,,(980) 343-5567
Bethlehem Center Believers & Achievers OST Program,35.205432,-80.871772,"2705 Baltimore Avenue, Charlotte, NC 28203",28203,Bethlehem Center Headstart in Charlotte,N/A,Tamisha Williams,twilliams@bethlehemcenter.org,http://www.bethlehemcenter.org,N/A,N/A,2-6PM Monday-Friday after school; 8AM-5PM (summer camp),No,Yes,Yes,Free,N/A,Limited,(704) 405-5984,No,http://www.bethlehemcenter.org,2:00-6:00PM Monday-Friday after school; 8:00AM-5:00PM (summer camp),K-5,,,,,(704) 405-5984
CMS After School Enrichment Program,35.081709,-80.828117,"9100 Carswell Lane Charlotte, NC 28277",28277,McAlpine Elementary School,Tuition free for BSEP students,Tammy  Hucks,tammy.hucks@cms.k12.nc.us,http://www.cms.k12.nc.us/cmsdepartments/asep,449,3750,7:45-2:45,No,Yes,No,$65,Yes,No,(980) 343-5567,No,http://www.cms.k12.nc.us/cmsdepartments/asep,7:45AM-2:45PM,PK-12,,,,,(980) 343-5567
Discovery Place Education Studio,35.230686,-80.842189,"300 N. Poplar Street, Charlotte, NC 28202",28202,The Discovery Place Education Studio,N/A,Teri Ward,teriw@discoveryplace.org,http://www.educationstudio.org,N/A,N/A,9AM-5PM,No,Yes,No,Varies - See Website,N/A,No,(704) 372-6261 x505,No,http://www.educationstudio.org,9:00AM-5:00PM,PK-12,,,,,(704) 372-6261 x505
CMS After School Enrichment Program,35.226351,-80.717395,"6709 Pence Road Charlotte, NC 28215",28215,Hickory Grove Recreation Center in Charlotte,N/A,Tiffany  Davis ,tiffanym.davis@cms.k12.nc.us,http://www.cms.k12.nc.us/cmsdepartments/asep,410,6488,9:15AM-4:15PM,Yes,Yes,No,"$35-$50, varies by program",N/A,No,(980) 343-5567,Yes,http://www.cms.k12.nc.us/cmsdepartments/asep,9:15AM-4:15PM,PK-12,,,,,(980) 343-5567
CMS After School Enrichment Program,35.110707,-80.798777,"3800 Rea Road Charlotte, NC 28226",28226,Olde Providence Elementary School,N/A,Tiffany  Saunders,tiffany.saunders@cms.k12.nc.us,http://www.cms.k12.nc.us/cmsdepartments/asep,491,3755,8:15-3:15,Yes,Yes,No,"$30-$55, varies by program",N/A,No,(980) 343-5567,Yes,http://www.cms.k12.nc.us/cmsdepartments/asep,8:15AM-3:15PM,PK-12,,,,,(980) 343-5567
CMS After School Enrichment Program,35.223199,-80.824478,"1241 East 10th Street Charlotte, NC 28204",28204,Piedmont Middle School,N/A,Tiffany  Threatt,tiffanym.threatt@cms.k12.nc.us,http://www.cms.k12.nc.us/cmsdepartments/asep,497,5435,9:15AM-4:15PM,Yes,Yes,No,"$35-$50, varies by program",N/A,No,(980) 343-5567,Yes,http://www.cms.k12.nc.us/cmsdepartments/asep,9:15AM-4:15PM,PK-12,,,,,(980) 343-5567
CMS After School Enrichment Program,35.265404,-80.858518,"2219 Senior Dr, Charlotte, NC 28216",28216,West Charlotte High School,N/A,Toni Gibson- Thompson,tm.gibson@cms.k12.nc.us,http://www.cms.k12.nc.us/cmsdepartments/asep,576,6060,7:15-2:15,Yes,Yes,No,Free,Yes,Yes,(980) 343-5567,Yes,http://www.cms.k12.nc.us/cmsdepartments/asep,7:15AM-2:15PM,PK-12,,,,,(980) 343-5567
CMS After School Enrichment Program,35.20794,-80.766968,3100 Winterfield Place Charlotte NC 28205,28205,Winterfield Elementary School,N/A,Trona Sterling,trona.sterling@cms.k12.nc.us,http://www.cms.k12.nc.us/cmsdepartments/asep,589,6400,7:45-2:45,No,Yes,No,$35,N/A,No,(980) 343-5567,No,http://www.cms.k12.nc.us/cmsdepartments/asep,7:45AM-2:45PM,PK-12,,,,,(980) 343-5567
CMS After School Enrichment Program,35.196406,-80.821349,"500 Cherokee Road Charlotte, NC 28207",28207,Eastover Elementary School,N/A,Vanessa  Coffey,vanessa.coffey@cms.k12.nc.us,http://www.cms.k12.nc.us/cmsdepartments/asep,374,5515,8:15-3:15,Yes,Yes,No,"$30-$55, varies by program",Yes,Yes,(980) 343-5567,Yes,http://www.cms.k12.nc.us/cmsdepartments/asep,8:15AM-3:15PM,PK-12,,,,,(980) 343-5567
CMS After School Enrichment Program,35.173716,-80.978808,"5910 Dixie River Road Charlotte, NC 28278",28278,Berewick Elementary School,N/A,Vernishia White,vernishia.white@cms.k12.nc.us,http://www.cms.k12.nc.us/cmsdepartments/asep,369,344-1010,8AM-3PM,No,Yes,No,$60,N/A,No,(980) 343-5567,No,http://www.cms.k12.nc.us/cmsdepartments/asep,9:15AM-4:15PM,PK-12,,,,,(980) 343-5567
CMS After School Enrichment Program,35.174878,-80.648733,"11524 Bain School Road Charlotte, NC 28227",28227,Bain Elementary School,N/A,Wandalaine Burch,wandalaine.burch@cms.k12.nc.us,http://www.cms.k12.nc.us/cmsdepartments/asep,314,6915,8:15AM-3:15PM,Yes,Yes,No,"$30-$55, varies by program",N/A,No,(980) 343-5567,Yes,http://www.cms.k12.nc.us/cmsdepartments/asep,8:15AM-3:15PM,PK-12,,,,,(980) 343-5567
CMS After School Enrichment Program,35.376686,-80.835128,"12202 Hambright Road Huntersville, NC 28078",28078,Blythe Elementary School,N/A,Wendy Glenn,wendy.glenn@cms.k12.nc.us,http://www.cms.k12.nc.us/cmsdepartments/asep,442,5770,8AM-3PM,Yes,Yes,No,"$25-$60, varies by program",N/A,No,(980) 343-5567,Yes,http://www.cms.k12.nc.us/cmsdepartments/asep,8:00AM-3:00PM,PK-12,,,,,(980) 343-5567
CMS After School Enrichment Program,35.198667,-80.729253,"7800 Riding Trail Road Charlotte, NC 28212",28212,Albemarle Road Elementary School,N/A,Willie Newsome,willie.newsome@cms.k12.nc.us,http://www.cms.k12.nc.us/cmsdepartments/asep,300,6414,7:45AM-2:45PM,No,Yes,No,$35,N/A,No,(980) 343-5567,No,http://www.cms.k12.nc.us/cmsdepartments/asep,7:45AM-2:45PM,PK-12,,,,,(980) 343-5567
CMS After School Enrichment Program,35.190394,-80.863366,715 Hartford Avenue Charlotte NC 28209,28209,Sedgefield Elementary School,N/A,Yolanda Wilson,yolanda.wilson@cms.k12.nc.us,http://www.cms.k12.nc.us/cmsdepartments/asep,519,5826,7:45-2:45,No,Yes,No,$35,N/A,No,(980) 343-5567,No,http://www.cms.k12.nc.us/cmsdepartments/asep,7:45AM-2:45PM,PK-12,,,,,(980) 343-5567
